seat_id,movie_id,theater_id,seat_number,status,showtime_id
147,1,1,C7,0,5
148,1,1,C8,0,5
149,1,1,C9,1,5
150,1,1,C10,1,5
151,1,1,A1,1,6
152,1,1,A2,1,6
153,1,1,A3,1,6
154,1,1,A4,1,6
155,1,1,A5,1,6
156,1,1,A6,0,6
157,1,1,A7,1,6
158,1,1,A8,0,6
159,1,1,A9,1,6
160,1,1,A10,1,6
161,1,1,B1,0,6
162,1,1,B2,1,6
163,1,1,B3,0,6
164,1,1,B4,1,6
165,1,1,B5,1,6
166,1,1,B6,0,6
167,1,1,B7,1,6
168,1,1,B8,1,6
169,1,1,B9,0,6
170,1,1,B10,1,6
171,1,1,C1,0,6
172,1,1,C2,0,6
173,1,1,C3,1,6
174,1,1,C4,0,6
175,1,1,C5,0,6
176,1,1,C6,0,6
177,1,1,C7,0,6
178,1,1,C8,0,6
179,1,1,C9,1,6
180,1,1,C10,1,6
181,1,1,A1,1,7
182,1,1,A2,0,7
183,1,1,A3,1,7
184,1,1,A4,0,7
185,1,1,A5,1,7
186,1,1,A6,0,7
187,1,1,A7,0,7
188,1,1,A8,0,7
189,1,1,A9,1,7
190,1,1,A10,0,7
191,1,1,B1,0,7
192,1,1,B2,0,7
193,1,1,B3,1,7
194,1,1,B4,0,7
195,1,1,B5,0,7
196,1,1,B6,0,7
197,1,1,B7,0,7
198,1,1,B8,0,7
199,1,1,B9,0,7
200,1,1,B10,0,7
201,1,1,C1,1,7
202,1,1,C2,0,7
203,1,1,C3,1,7
204,1,1,C4,1,7
205,1,1,C5,1,7
206,1,1,C6,1,7
207,1,1,C7,0,7
208,1,1,C8,0,7
209,1,1,C9,1,7
210,1,1,C10,1,7
211,1,1,A1,0,8
212,1,1,A2,0,8
213,1,1,A3,0,8
214,1,1,A4,1,8
215,1,1,A5,1,8
216,1,1,A6,1,8
217,1,1,A7,0,8
218,1,1,A8,0,8
219,1,1,A9,1,8
220,1,1,A10,0,8
221,1,1,B1,0,8
222,1,1,B2,1,8
223,1,1,B3,0,8
224,1,1,B4,0,8
225,1,1,B5,0,8
226,1,1,B6,0,8
227,1,1,B7,1,8
228,1,1,B8,0,8
229,1,1,B9,0,8
230,1,1,B10,1,8
231,1,1,C1,1,8
232,1,1,C2,1,8
233,1,1,C3,0,8
234,1,1,C4,0,8
235,1,1,C5,0,8
236,1,1,C6,0,8
237,1,1,C7,1,8
238,1,1,C8,1,8
239,1,1,C9,1,8
240,1,1,C10,1,8
241,1,1,A1,1,9
242,1,1,A2,1,9
243,1,1,A3,0,9
244,1,1,A4,0,9
245,1,1,A5,0,9
246,1,1,A6,0,9
247,1,1,A7,1,9
248,1,1,A8,0,9
249,1,1,A9,0,9
250,1,1,A10,1,9
251,1,1,B1,1,9
252,1,1,B2,1,9
253,1,1,B3,1,9
254,1,1,B4,0,9
255,1,1,B5,1,9
256,1,1,B6,1,9
257,1,1,B7,1,9
258,1,1,B8,1,9
259,1,1,B9,0,9
260,1,1,B10,0,9
261,1,1,C1,1,9
262,1,1,C2,1,9
263,1,1,C3,0,9
264,1,1,C4,1,9
265,1,1,C5,1,9
266,1,1,C6,0,9
267,1,1,C7,1,9
268,1,1,C8,1,9
269,1,1,C9,0,9
270,1,1,C10,1,9
271,1,1,A1,1,10
272,1,1,A2,1,10
273,1,1,A3,0,10
274,1,1,A4,0,10
275,1,1,A5,1,10
276,1,1,A6,0,10
277,1,1,A7,0,10
278,1,1,A8,1,10
279,1,1,A9,0,10
280,1,1,A10,0,10
281,1,1,B1,1,10
282,1,1,B2,0,10
283,1,1,B3,1,10
284,1,1,B4,1,10
285,1,1,B5,1,10
286,1,1,B6,1,10
287,1,1,B7,1,10
288,1,1,B8,1,10
289,1,1,B9,0,10
290,1,1,B10,0,10
291,1,1,C1,0,10
292,1,1,C2,1,10
293,1,1,C3,1,10
294,1,1,C4,0,10
295,1,1,C5,1,10
296,1,1,C6,1,10
297,1,1,C7,1,10
298,1,1,C8,1,10
299,1,1,C9,0,10
300,1,1,C10,0,10
301,1,1,A1,1,11
302,1,1,A2,0,11
303,1,1,A3,0,11
304,1,1,A4,0,11
305,1,1,A5,0,11
306,1,1,A6,0,11
307,1,1,A7,1,11
308,1,1,A8,0,11
309,1,1,A9,0,11
310,1,1,A10,0,11
311,1,1,B1,0,11
312,1,1,B2,1,11
313,1,1,B3,1,11
314,1,1,B4,0,11
315,1,1,B5,1,11
316,1,1,B6,1,11
317,1,1,B7,1,11
318,1,1,B8,1,11
319,1,1,B9,0,11
320,1,1,B10,0,11
321,1,1,C1,1,11
322,1,1,C2,0,11
323,1,1,C3,0,11
324,1,1,C4,1,11
325,1,1,C5,1,11
326,1,1,C6,1,11
327,1,1,C7,1,11
328,1,1,C8,1,11
329,1,1,C9,1,11
330,1,1,C10,1,11
331,1,1,A1,1,12
332,1,1,A2,0,12
333,1,1,A3,0,12
334,1,1,A4,0,12
335,1,1,A5,0,12
336,1,1,A6,0,12
337,1,1,A7,1,12
338,1,1,A8,0,12
339,1,1,A9,1,12
340,1,1,A10,1,12
341,1,1,B1,0,12
342,1,1,B2,0,12
343,1,1,B3,1,12
344,1,1,B4,0,12
345,1,1,B5,0,12
346,1,1,B6,0,12
347,1,1,B7,0,12
348,1,1,B8,1,12
349,1,1,B9,0,12
350,1,1,B10,0,12
351,1,1,C1,1,12
352,1,1,C2,0,12
353,1,1,C3,0,12
354,1,1,C4,1,12
355,1,1,C5,0,12
356,1,1,C6,1,12
357,1,1,C7,0,12
358,1,1,C8,1,12
359,1,1,C9,1,12
360,1,1,C10,1,12
361,1,1,A1,0,13
362,1,1,A2,1,13
363,1,1,A3,0,13
364,1,1,A4,0,13
365,1,1,A5,0,13
366,1,1,A6,1,13
367,1,1,A7,0,13
368,1,1,A8,0,13
369,1,1,A9,1,13
370,1,1,A10,1,13
371,1,1,B1,1,13
372,1,1,B2,0,13
373,1,1,B3,1,13
374,1,1,B4,1,13
375,1,1,B5,1,13
376,1,1,B6,1,13
377,1,1,B7,0,13
378,1,1,B8,1,13
379,1,1,B9,0,13
380,1,1,B10,1,13
381,1,1,C1,0,13
382,1,1,C2,0,13
383,1,1,C3,0,13
384,1,1,C4,1,13
385,1,1,C5,0,13
386,1,1,C6,0,13
387,1,1,C7,0,13
388,1,1,C8,1,13
389,1,1,C9,1,13
390,1,1,C10,0,13
391,1,1,A1,1,14
392,1,1,A2,0,14
393,1,1,A3,1,14
394,1,1,A4,1,14
395,1,1,A5,0,14
396,1,1,A6,1,14
397,1,1,A7,0,14
398,1,1,A8,1,14
399,1,1,A9,0,14
400,1,1,A10,0,14
401,1,1,B1,0,14
402,1,1,B2,0,14
403,1,1,B3,1,14
404,1,1,B4,0,14
405,1,1,B5,1,14
406,1,1,B6,1,14
407,1,1,B7,1,14
408,1,1,B8,1,14
409,1,1,B9,0,14
410,1,1,B10,0,14
411,1,1,C1,1,14
412,1,1,C2,0,14
413,1,1,C3,0,14
414,1,1,C4,0,14
415,1,1,C5,0,14
416,1,1,C6,0,14
417,1,1,C7,0,14
418,1,1,C8,1,14
419,1,1,C9,1,14
420,1,1,C10,1,14
421,1,1,A1,1,15
422,1,1,A2,0,15
423,1,1,A3,0,15
424,1,1,A4,1,15
425,1,1,A5,1,15
426,1,1,A6,1,15
427,1,1,A7,1,15
428,1,1,A8,1,15
429,1,1,A9,1,15
430,1,1,A10,1,15
431,1,1,B1,1,15
432,1,1,B2,0,15
433,1,1,B3,1,15
434,1,1,B4,1,15
435,1,1,B5,0,15
436,1,1,B6,0,15
437,1,1,B7,1,15
438,1,1,B8,0,15
439,1,1,B9,1,15
440,1,1,B10,1,15
441,1,1,C1,0,15
442,1,1,C2,0,15
443,1,1,C3,1,15
444,1,1,C4,0,15
445,1,1,C5,0,15
446,1,1,C6,0,15
447,1,1,C7,1,15
448,1,1,C8,0,15
449,1,1,C9,1,15
450,1,1,C10,0,15
451,1,1,A1,1,16
452,1,1,A2,1,16
453,1,1,A3,1,16
454,1,1,A4,1,16
455,1,1,A5,1,16
456,1,1,A6,0,16
457,1,1,A7,1,16
458,1,1,A8,1,16
459,1,1,A9,0,16
460,1,1,A10,1,16
461,1,1,B1,1,16
462,1,1,B2,0,16
463,1,1,B3,1,16
464,1,1,B4,1,16
465,1,1,B5,0,16
466,1,1,B6,0,16
467,1,1,B7,0,16
468,1,1,B8,0,16
469,1,1,B9,0,16
470,1,1,B10,0,16
471,1,1,C1,1,16
472,1,1,C2,1,16
473,1,1,C3,1,16
474,1,1,C4,1,16
475,1,1,C5,1,16
476,1,1,C6,1,16
477,1,1,C7,0,16
478,1,1,C8,0,16
479,1,1,C9,0,16
480,1,1,C10,1,16
481,1,1,A1,0,17
482,1,1,A2,0,17
483,1,1,A3,0,17
484,1,1,A4,1,17
485,1,1,A5,0,17
486,1,1,A6,0,17
487,1,1,A7,1,17
488,1,1,A8,1,17
489,1,1,A9,1,17
490,1,1,A10,0,17
491,1,1,B1,1,17
492,1,1,B2,0,17
493,1,1,B3,0,17
494,1,1,B4,1,17
495,1,1,B5,1,17
496,1,1,B6,0,17
497,1,1,B7,1,17
498,1,1,B8,0,17
499,1,1,B9,1,17
500,1,1,B10,1,17
501,1,1,C1,1,17
502,1,1,C2,1,17
503,1,1,C3,1,17
504,1,1,C4,0,17
505,1,1,C5,1,17
506,1,1,C6,1,17
507,1,1,C7,0,17
508,1,1,C8,1,17
509,1,1,C9,1,17
510,1,1,C10,1,17
511,1,1,A1,1,18
512,1,1,A2,0,18
513,1,1,A3,0,18
514,1,1,A4,0,18
515,1,1,A5,0,18
516,1,1,A6,0,18
517,1,1,A7,0,18
518,1,1,A8,0,18
519,1,1,A9,1,18
520,1,1,A10,1,18
521,1,1,B1,1,18
522,1,1,B2,1,18
523,1,1,B3,1,18
524,1,1,B4,1,18
525,1,1,B5,1,18
526,1,1,B6,1,18
527,1,1,B7,0,18
528,1,1,B8,0,18
529,1,1,B9,0,18
530,1,1,B10,1,18
531,1,1,C1,1,18
532,1,1,C2,0,18
533,1,1,C3,1,18
534,1,1,C4,1,18
535,1,1,C5,0,18
536,1,1,C6,0,18
537,1,1,C7,0,18
538,1,1,C8,1,18
539,1,1,C9,1,18
540,1,1,C10,1,18
541,1,1,A1,0,19
542,1,1,A2,0,19
543,1,1,A3,1,19
544,1,1,A4,1,19
545,1,1,A5,1,19
546,1,1,A6,1,19
547,1,1,A7,0,19
548,1,1,A8,0,19
549,1,1,A9,0,19
550,1,1,A10,1,19
551,1,1,B1,0,19
552,1,1,B2,0,19
553,1,1,B3,0,19
554,1,1,B4,1,19
555,1,1,B5,1,19
556,1,1,B6,1,19
557,1,1,B7,1,19
558,1,1,B8,0,19
559,1,1,B9,0,19
560,1,1,B10,1,19
561,1,1,C1,1,19
562,1,1,C2,1,19
563,1,1,C3,1,19
564,1,1,C4,1,19
565,1,1,C5,0,19
566,1,1,C6,1,19
567,1,1,C7,1,19
568,1,1,C8,0,19
569,1,1,C9,0,19
570,1,1,C10,0,19
571,1,1,A1,1,20
572,1,1,A2,0,20
573,1,1,A3,1,20
574,1,1,A4,0,20
575,1,1,A5,0,20
576,1,1,A6,1,20
577,1,1,A7,0,20
578,1,1,A8,1,20
579,1,1,A9,0,20
580,1,1,A10,0,20
581,1,1,B1,1,20
582,1,1,B2,1,20
583,1,1,B3,1,20
584,1,1,B4,0,20
585,1,1,B5,1,20
586,1,1,B6,0,20
587,1,1,B7,0,20
588,1,1,B8,0,20
589,1,1,B9,1,20
590,1,1,B10,1,20
591,1,1,C1,0,20
592,1,1,C2,1,20
593,1,1,C3,0,20
594,1,1,C4,0,20
595,1,1,C5,1,20
596,1,1,C6,1,20
597,1,1,C7,1,20
598,1,1,C8,1,20
599,1,1,C9,0,20
600,1,1,C10,0,20
601,1,1,A1,1,21
602,1,1,A2,1,21
603,1,1,A3,1,21
604,1,1,A4,0,21
605,1,1,A5,0,21
606,1,1,A6,0,21
607,1,1,A7,0,21
608,1,1,A8,0,21
609,1,1,A9,0,21
610,1,1,A10,0,21
611,1,1,B1,1,21
612,1,1,B2,1,21
613,1,1,B3,0,21
614,1,1,B4,0,21
615,1,1,B5,0,21
616,1,1,B6,0,21
617,1,1,B7,0,21
618,1,1,B8,0,21
619,1,1,B9,0,21
620,1,1,B10,0,21
621,1,1,C1,0,21
622,1,1,C2,0,21
623,1,1,C3,1,21
624,1,1,C4,1,21
625,1,1,C5,1,21
626,1,1,C6,0,21
627,1,1,C7,0,21
628,1,1,C8,0,21
629,1,1,C9,0,21
630,1,1,C10,0,21
631,1,1,A1,1,22
632,1,1,A2,1,22
633,1,1,A3,1,22
634,1,1,A4,1,22
635,1,1,A5,1,22
636,1,1,A6,1,22
637,1,1,A7,0,22
638,1,1,A8,0,22
639,1,1,A9,0,22
640,1,1,A10,1,22
641,1,1,B1,0,22
642,1,1,B2,0,22
643,1,1,B3,0,22
644,1,1,B4,0,22
645,1,1,B5,0,22
646,1,1,B6,1,22
647,1,1,B7,1,22
648,1,1,B8,1,22
649,1,1,B9,1,22
650,1,1,B10,0,22
651,1,1,C1,0,22
652,1,1,C2,0,22
653,1,1,C3,1,22
654,1,1,C4,1,22
655,1,1,C5,1,22
656,1,1,C6,1,22
657,1,1,C7,0,22
658,1,1,C8,0,22
659,1,1,C9,0,22
660,1,1,C10,0,22
661,1,1,A1,0,23
662,1,1,A2,0,23
663,1,1,A3,1,23
664,1,1,A4,0,23
665,1,1,A5,1,23
666,1,1,A6,0,23
667,1,1,A7,0,23
668,1,1,A8,0,23
669,1,1,A9,1,23
670,1,1,A10,1,23
671,1,1,B1,1,23
672,1,1,B2,0,23
673,1,1,B3,0,23
674,1,1,B4,0,23
675,1,1,B5,1,23
676,1,1,B6,1,23
677,1,1,B7,1,23
678,1,1,B8,1,23
679,1,1,B9,0,23
680,1,1,B10,0,23
681,1,1,C1,1,23
682,1,1,C2,1,23
683,1,1,C3,1,23
684,1,1,C4,0,23
685,1,1,C5,0,23
686,1,1,C6,1,23
687,1,1,C7,0,23
688,1,1,C8,0,23
689,1,1,C9,0,23
690,1,1,C10,0,23
691,1,1,A1,1,24
692,1,1,A2,1,24
693,1,1,A3,0,24
694,1,1,A4,0,24
695,1,1,A5,0,24
696,1,1,A6,1,24
697,1,1,A7,1,24
698,1,1,A8,1,24
699,1,1,A9,1,24
700,1,1,A10,1,24
701,1,1,B1,0,24
702,1,1,B2,0,24
703,1,1,B3,1,24
704,1,1,B4,0,24
705,1,1,B5,0,24
706,1,1,B6,1,24
707,1,1,B7,1,24
708,1,1,B8,1,24
709,1,1,B9,0,24
710,1,1,B10,1,24
711,1,1,C1,1,24
712,1,1,C2,1,24
713,1,1,C3,0,24
714,1,1,C4,0,24
715,1,1,C5,0,24
716,1,1,C6,0,24
717,1,1,C7,0,24
718,1,1,C8,1,24
719,1,1,C9,1,24
720,1,1,C10,1,24
721,1,1,A1,0,25
722,1,1,A2,0,25
723,1,1,A3,0,25
724,1,1,A4,1,25
725,1,1,A5,0,25
726,1,1,A6,1,25
727,1,1,A7,1,25
728,1,1,A8,1,25
729,1,1,A9,0,25
730,1,1,A10,0,25
731,1,1,B1,0,25
732,1,1,B2,1,25
733,1,1,B3,0,25
734,1,1,B4,0,25
735,1,1,B5,0,25
736,1,1,B6,1,25
737,1,1,B7,1,25
738,1,1,B8,1,25
739,1,1,B9,0,25
740,1,1,B10,0,25
741,1,1,C1,0,25
742,1,1,C2,0,25
743,1,1,C3,0,25
744,1,1,C4,0,25
745,1,1,C5,1,25
746,1,1,C6,1,25
747,1,1,C7,0,25
748,1,1,C8,1,25
749,1,1,C9,1,25
750,1,1,C10,0,25
751,1,1,A1,0,26
752,1,1,A2,1,26
753,1,1,A3,1,26
754,1,1,A4,0,26
755,1,1,A5,1,26
756,1,1,A6,1,26
757,1,1,A7,0,26
758,1,1,A8,1,26
759,1,1,A9,0,26
760,1,1,A10,0,26
761,1,1,B1,1,26
762,1,1,B2,1,26
763,1,1,B3,1,26
764,1,1,B4,0,26
765,1,1,B5,0,26
766,1,1,B6,0,26
767,1,1,B7,0,26
768,1,1,B8,0,26
769,1,1,B9,0,26
770,1,1,B10,1,26
771,1,1,C1,1,26
772,1,1,C2,1,26
773,1,1,C3,0,26
774,1,1,C4,1,26
775,1,1,C5,1,26
776,1,1,C6,1,26
777,1,1,C7,0,26
778,1,1,C8,0,26
779,1,1,C9,1,26
780,1,1,C10,0,26
781,1,1,A1,1,27
782,1,1,A2,1,27
783,1,1,A3,0,27
784,1,1,A4,0,27
785,1,1,A5,0,27
786,1,1,A6,0,27
787,1,1,A7,1,27
788,1,1,A8,0,27
789,1,1,A9,0,27
790,1,1,A10,0,27
791,1,1,B1,1,27
792,1,1,B2,1,27
793,1,1,B3,1,27
794,1,1,B4,1,27
795,1,1,B5,1,27
796,1,1,B6,0,27
797,1,1,B7,0,27
798,1,1,B8,0,27
799,1,1,B9,0,27
800,1,1,B10,0,27
801,1,1,C1,0,27
802,1,1,C2,1,27
803,1,1,C3,1,27
804,1,1,C4,1,27
805,1,1,C5,1,27
806,1,1,C6,1,27
807,1,1,C7,0,27
808,1,1,C8,1,27
809,1,1,C9,0,27
810,1,1,C10,1,27
811,1,1,A1,0,28
812,1,1,A2,0,28
813,1,1,A3,1,28
814,1,1,A4,1,28
815,1,1,A5,0,28
816,1,1,A6,0,28
817,1,1,A7,0,28
818,1,1,A8,0,28
819,1,1,A9,1,28
820,1,1,A10,0,28
821,1,1,B1,0,28
822,1,1,B2,1,28
823,1,1,B3,1,28
824,1,1,B4,0,28
825,1,1,B5,1,28
826,1,1,B6,1,28
827,1,1,B7,0,28
828,1,1,B8,0,28
829,1,1,B9,0,28
830,1,1,B10,1,28
831,1,1,C1,0,28
832,1,1,C2,0,28
833,1,1,C3,1,28
834,1,1,C4,1,28
835,1,1,C5,1,28
836,1,1,C6,1,28
837,1,1,C7,0,28
838,1,1,C8,0,28
839,1,1,C9,0,28
840,1,1,C10,1,28
841,1,1,A1,0,29
842,1,1,A2,0,29
843,1,1,A3,0,29
844,1,1,A4,1,29
845,1,1,A5,0,29
846,1,1,A6,1,29
847,1,1,A7,0,29
848,1,1,A8,1,29
849,1,1,A9,0,29
850,1,1,A10,0,29
851,1,1,B1,0,29
852,1,1,B2,0,29
853,1,1,B3,1,29
854,1,1,B4,0,29
855,1,1,B5,0,29
856,1,1,B6,0,29
857,1,1,B7,0,29
858,1,1,B8,1,29
859,1,1,B9,1,29
860,1,1,B10,1,29
861,1,1,C1,1,29
862,1,1,C2,1,29
863,1,1,C3,1,29
864,1,1,C4,1,29
865,1,1,C5,0,29
866,1,1,C6,0,29
867,1,1,C7,1,29
868,1,1,C8,0,29
869,1,1,C9,0,29
870,1,1,C10,0,29
871,1,1,A1,0,30
872,1,1,A2,0,30
873,1,1,A3,1,30
874,1,1,A4,1,30
875,1,1,A5,1,30
876,1,1,A6,1,30
877,1,1,A7,0,30
878,1,1,A8,1,30
879,1,1,A9,0,30
880,1,1,A10,0,30
881,1,1,B1,1,30
882,1,1,B2,0,30
883,1,1,B3,1,30
884,1,1,B4,1,30
885,1,1,B5,1,30
886,1,1,B6,0,30
887,1,1,B7,0,30
888,1,1,B8,1,30
889,1,1,B9,0,30
890,1,1,B10,1,30
891,1,1,C1,0,30
892,1,1,C2,1,30
893,1,1,C3,1,30
894,1,1,C4,0,30
895,1,1,C5,1,30
896,1,1,C6,1,30
897,1,1,C7,1,30
898,1,1,C8,1,30
899,1,1,C9,1,30
900,1,1,C10,0,30
901,1,1,A1,0,31
902,1,1,A2,1,31
903,1,1,A3,0,31
904,1,1,A4,1,31
905,1,1,A5,1,31
906,1,1,A6,0,31
907,1,1,A7,1,31
908,1,1,A8,1,31
909,1,1,A9,0,31
910,1,1,A10,0,31
911,1,1,B1,1,31
912,1,1,B2,0,31
913,1,1,B3,1,31
914,1,1,B4,1,31
915,1,1,B5,0,31
916,1,1,B6,1,31
917,1,1,B7,1,31
918,1,1,B8,0,31
919,1,1,B9,0,31
920,1,1,B10,0,31
921,1,1,C1,1,31
922,1,1,C2,0,31
923,1,1,C3,1,31
924,1,1,C4,0,31
925,1,1,C5,0,31
926,1,1,C6,1,31
927,1,1,C7,0,31
928,1,1,C8,1,31
929,1,1,C9,0,31
930,1,1,C10,0,31
931,1,1,A1,0,32
932,1,1,A2,0,32
933,1,1,A3,0,32
934,1,1,A4,0,32
935,1,1,A5,1,32
936,1,1,A6,0,32
937,1,1,A7,1,32
938,1,1,A8,1,32
939,1,1,A9,1,32
940,1,1,A10,1,32
941,1,1,B1,1,32
942,1,1,B2,0,32
943,1,1,B3,1,32
944,1,1,B4,0,32
945,1,1,B5,1,32
946,1,1,B6,1,32
947,1,1,B7,0,32
948,1,1,B8,0,32
949,1,1,B9,1,32
950,1,1,B10,1,32
951,1,1,C1,0,32
952,1,1,C2,1,32
953,1,1,C3,0,32
954,1,1,C4,1,32
955,1,1,C5,0,32
956,1,1,C6,0,32
957,1,1,C7,0,32
958,1,1,C8,0,32
959,1,1,C9,1,32
960,1,1,C10,0,32
961,2,1,A1,1,1
962,2,1,A2,1,1
963,2,1,A3,0,1
964,2,1,A4,0,1
965,2,1,A5,1,1
966,2,1,A6,0,1
967,2,1,A7,1,1
968,2,1,A8,1,1
969,2,1,A9,1,1
970,2,1,A10,1,1
971,2,1,B1,0,1
972,2,1,B2,1,1
973,2,1,B3,1,1
974,2,1,B4,0,1
975,2,1,B5,1,1
976,2,1,B6,1,1
977,2,1,B7,1,1
978,2,1,B8,0,1
979,2,1,B9,1,1
980,2,1,B10,1,1
981,2,1,C1,0,1
982,2,1,C2,1,1
983,2,1,C3,0,1
984,2,1,C4,0,1
985,2,1,C5,1,1
986,2,1,C6,0,1
987,2,1,C7,0,1
988,2,1,C8,1,1
989,2,1,C9,1,1
990,2,1,C10,1,1
991,2,1,A1,0,2
992,2,1,A2,0,2
993,2,1,A3,1,2
994,2,1,A4,1,2
995,2,1,A5,0,2
996,2,1,A6,0,2
997,2,1,A7,1,2
998,2,1,A8,0,2
999,2,1,A9,0,2
1000,2,1,A10,1,2
1001,2,1,B1,0,2
1002,2,1,B2,0,2
1003,2,1,B3,0,2
1004,2,1,B4,0,2
1005,2,1,B5,0,2
1006,2,1,B6,1,2
1007,2,1,B7,1,2
1008,2,1,B8,1,2
1009,2,1,B9,1,2
1010,2,1,B10,0,2
1011,2,1,C1,1,2
1012,2,1,C2,0,2
1013,2,1,C3,1,2
1014,2,1,C4,1,2
1015,2,1,C5,0,2
1016,2,1,C6,1,2
1017,2,1,C7,0,2
1018,2,1,C8,1,2
1019,2,1,C9,1,2
1020,2,1,C10,1,2
1021,2,1,A1,1,3
1022,2,1,A2,0,3
1023,2,1,A3,1,3
1024,2,1,A4,0,3
1025,2,1,A5,0,3
1026,2,1,A6,0,3
1027,2,1,A7,1,3
1028,2,1,A8,1,3
1029,2,1,A9,1,3
1030,2,1,A10,0,3
1031,2,1,B1,0,3
1032,2,1,B2,0,3
1033,2,1,B3,0,3
1034,2,1,B4,0,3
1035,2,1,B5,0,3
1036,2,1,B6,0,3
1037,2,1,B7,1,3
1038,2,1,B8,1,3
1039,2,1,B9,0,3
1040,2,1,B10,1,3
1041,2,1,C1,0,3
1042,2,1,C2,0,3
1043,2,1,C3,1,3
1044,2,1,C4,0,3
1045,2,1,C5,0,3
1046,2,1,C6,0,3
1047,2,1,C7,0,3
1048,2,1,C8,1,3
1049,2,1,C9,1,3
1050,2,1,C10,1,3
1051,2,1,A1,1,4
1052,2,1,A2,1,4
1053,2,1,A3,1,4
1054,2,1,A4,1,4
1055,2,1,A5,0,4
1056,2,1,A6,0,4
1057,2,1,A7,1,4
1058,2,1,A8,0,4
1059,2,1,A9,0,4
1060,2,1,A10,0,4
1061,2,1,B1,1,4
1062,2,1,B2,0,4
1063,2,1,B3,1,4
1064,2,1,B4,0,4
1065,2,1,B5,0,4
1066,2,1,B6,0,4
1067,2,1,B7,1,4
